ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y
1911,1,1,0,1,45,22,1,23,0,0,1,1,2,1,1,0,1
1912,1,1,0,1,46,21,1,22,10,10,2,1,2,1,1,2,2
1913,1,1,0,1,52,16,1,17,10,22,1,1,2,1,1,0,2
1914,1,1,0,1,44,19,1,20,0,0,1,1,2,1,1,2,2
1915,1,1,0,1,44,19,1,20,0,0,1,2,1,0,1,2,0
1916,1,1,0,1,44,19,1,20,0,0,1,1,1,1,1,2,1
1917,1,1,0,1,49,29,1,30,10,22,2,1,2,1,1,0,4
1918,1,1,0,1,49,29,1,30,10,22,2,1,1,1,1,0,2
1919,1,1,0,1,49,18,1,20,10,10,1,1,1,1,1,0,4
1920,1,1,0,1,49,18,1,20,10,10,1,1,2,1,1,0,1
1921,1,1,0,1,54,23,1,24,10,22,1,1,1,1,1,0,3
1922,1,1,0,1,54,23,1,24,10,22,1,1,1,1,1,0,3
1923,1,1,1,1,29,21,1,22,10,10,1,1,1,1,1,0,2
1924,1,1,1,1,29,21,1,22,10,10,1,1,1,1,1,0,5
1925,1,1,0,1,30,18,1,20,10,22,2,1,2,1,1,2,2
1926,1,1,1,1,74,20,1,23,10,22,2,2,2,0,2,1,2
1927,1,1,1,1,74,20,1,23,10,22,2,2,2,1,2,1,2
1928,1,1,1,1,74,20,1,23,10,22,2,1,1,1,1,1,2
1929,2,1,0,1,51,20,1,20,10,10,2,1,1,1,1,2,2
1930,2,1,0,1,51,20,1,20,10,10,2,1,1,1,1,2,2
1931,2,1,0,1,24,19,1,20,10,10,1,1,1,1,1,2,2
1932,2,1,0,2,50,29,1,29,10,22,2,1,2,1,1,2,0
1933,2,1,0,1,43,26,1,27,10,10,1,1,2,1,1,1,0
1934,2,1,0,1,27,18,1,20,10,22,1,1,1,1,1,2,5
1935,2,1,0,1,27,18,1,20,10,22,1,1,2,1,1,2,2
1936,2,1,0,1,34,20,1,21,10,10,2,1,1,1,1,2,4
1937,2,1,0,1,72,0,1,20,10,10,2,1,1,1,1,1,1
1938,2,1,0,2,62,21,1,21,10,10,1,1,2,1,1,2,3
1939,2,1,1,2,42,20,1,23,10,22,1,1,1,1,1,2,1
1940,2,1,0,2,30,19,1,20,10,22,1,1,1,1,1,1,2
1941,2,1,0,2,30,19,1,20,10,22,1,1,1,1,1,1,1
1942,2,1,0,1,24,16,1,17,0,0,1,1,2,1,1,2,4
1943,2,1,0,1,24,16,1,17,0,0,1,1,2,1,1,2,0
1944,2,1,0,2,28,21,1,22,10,22,1,1,2,1,1,2,4
1945,2,1,0,2,28,21,1,22,10,22,1,1,1,1,1,2,3
1946,2,1,0,2,45,28,1,31,10,22,1,1,2,1,1,2,3
1947,2,1,0,1,46,20,1,21,10,22,2,1,2,0,1,0,3
1948,2,1,0,1,52,17,2,20,10,10,2,1,1,1,1,2,4
1949,1,1,0,2,45,19,1,21,10,22,2,1,2,1,1,1,2
1950,1,1,0,1,28,18,1,19,10,10,1,1,2,1,1,1,4
1951,1,1,0,1,28,18,1,19,10,10,1,1,2,1,1,1,3
1952,1,1,1,1,36,20,1,21,10,10,1,1,1,1,1,2,2
1953,1,1,1,1,36,20,1,21,10,10,1,1,1,1,1,2,0
1954,1,1,0,1,36,22,1,23,10,10,2,1,2,1,1,2,2
1955,1,1,0,1,36,22,1,23,10,10,2,1,1,1,1,2,3
1956,1,1,0,1,63,15,1,16,10,22,2,2,1,0,1,0,7
1957,1,1,0,1,63,15,1,16,10,22,2,1,1,1,1,0,5
1958,1,1,0,1,46,21,1,22,10,22,1,1,2,1,1,1,2
1959,1,1,0,1,46,21,1,22,10,22,1,1,1,0,1,1,2
1960,1,1,0,1,78,15,1,16,10,22,1,1,2,1,1,0,5
1961,1,1,0,1,78,15,1,16,10,22,1,1,1,1,1,0,3
1962,1,1,0,1,60,18,1,20,10,10,1,2,2,1,1,2,0
1963,1,1,0,1,43,19,1,20,10,10,2,2,1,1,1,1,4
1964,1,1,0,1,43,19,1,20,10,10,2,1,2,1,1,1,2
1965,1,1,0,1,41,17,1,19,10,10,2,2,2,1,1,1,2
1966,1,1,0,1,41,17,1,19,10,10,2,1,2,1,1,1,5
1967,1,1,0,1,43,17,1,19,10,10,2,1,2,1,1,1,6
1968,1,1,0,1,43,17,1,19,10,10,2,1,2,1,1,1,3
1969,1,1,0,1,43,17,1,19,10,10,2,1,1,0,1,1,4
1970,1,1,0,1,38,21,1,23,10,10,2,1,2,1,1,2,2
1971,1,1,0,1,38,21,1,23,10,10,2,1,1,1,1,2,3
1972,1,1,0,1,43,17,1,19,10,10,1,1,2,1,1,1,2
1973,1,1,0,1,53,22,1,24,10,10,1,1,2,1,1,2,3
1974,1,1,0,1,53,22,1,24,10,10,1,1,2,1,1,2,1
1975,1,1,0,2,51,26,1,27,10,10,2,1,1,1,1,2,2
1976,1,1,1,2,47,18,1,18,0,0,2,1,2,1,1,0,4
1977,1,1,0,2,70,18,1,19,0,0,1,1,2,1,1,0,1
1978,1,1,1,2,45,18,1,19,10,22,2,1,2,1,1,2,2
1979,1,1,0,1,39,18,1,19,0,0,1,2,1,1,1,2,3
1980,1,1,0,2,65,16,1,20,10,10,1,1,1,1,1,2,5
1981,1,1,0,2,65,16,1,20,10,10,1,1,1,1,1,2,1
1982,1,1,0,2,40,25,1,26,10,22,1,1,1,1,1,2,0
1983,1,1,0,2,40,25,1,26,10,22,1,1,1,1,1,2,2
1984,1,1,0,1,73,18,1,20,10,22,2,1,1,1,1,2,4
1985,1,1,0,1,73,18,1,20,10,22,2,1,1,1,1,2,1
1986,1,1,0,2,40,32,1,33,10,10,1,1,1,1,1,2,4
1987,1,1,0,2,40,32,1,33,10,10,1,1,2,1,1,2,1
1988,1,1,0,1,45,19,1,20,10,10,2,1,2,1,1,1,2
1989,1,1,0,2,65,0,1,16,0,0,1,2,2,1,1,1,3
1990,1,1,0,1,75,17,1,18,10,10,1,1,2,1,1,2,1
1991,1,1,0,1,75,17,1,18,10,10,1,1,2,1,1,2,1
1992,1,1,1,1,32,24,1,25,10,22,1,1,2,1,1,2,0
1993,1,1,1,1,32,25,1,27,10,10,1,1,1,0,1,2,0
1994,1,1,0,1,40,30,1,23,10,22,1,1,2,1,1,2,1
1995,1,1,0,2,35,24,1,24,10,10,1,1,1,1,1,2,3
1996,1,1,0,2,35,24,1,24,10,10,1,1,1,1,1,2,3
1997,1,1,0,1,40,0,1,18,10,22,2,1,2,0,1,1,4
1998,1,1,0,1,33,21,1,25,10,22,1,1,1,1,1,2,2
1999,1,1,0,1,29,19,1,22,0,0,1,1,1,1,1,2,0
2000,1,1,0,1,29,19,1,22,0,0,1,1,1,1,1,2,1
2001,1,1,0,1,35,26,1,29,10,22,1,1,2,1,1,2,0
2002,1,1,0,1,35,26,1,29,10,22,1,1,2,1,1,2,2
2003,1,1,0,2,40,27,1,27,10,10,2,1,1,1,1,2,6
2004,1,1,0,2,40,27,1,27,10,10,2,1,1,1,1,2,2
2005,1,1,0,1,40,20,1,20,10,22,2,1,1,1,1,2,5
2006,1,1,0,1,60,27,1,28,10,22,2,1,2,1,1,1,4
2007,1,1,0,2,30,18,2,20,10,10,1,1,2,1,1,2,1
2008,1,1,0,2,30,18,1,18,0,0,1,1,1,1,1,2,1
2009,1,1,0,2,30,18,1,18,0,0,1,1,1,1,1,2,3
2010,1,1,0,2,30,19,1,20,0,0,1,2,2,1,1,2,1
2011,1,1,0,2,30,19,1,20,0,0,1,2,1,1,1,2,0
2012,1,1,0,1,26,19,1,19,10,22,1,1,1,1,1,2,3
2013,1,1,0,1,26,19,1,19,10,22,1,1,1,1,1,2,2
2014,1,1,0,2,32,23,1,24,10,10,1,2,1,1,1,2,0
2015,1,1,0,2,32,23,1,24,10,10,1,1,2,1,1,2,3
2016,1,1,0,1,59,13,1,22,10,10,2,1,1,1,1,1,2
2017,1,1,0,1,45,17,1,17,10,22,1,1,2,1,1,1,0
2018,1,1,0,2,39,23,1,24,10,10,2,2,1,1,1,1,3
2019,1,1,0,1,26,21,1,21,10,22,1,1,2,1,1,2,1
2020,1,1,0,1,26,21,1,21,10,22,1,1,1,1,1,2,2
2021,1,1,0,1,36,20,1,21,10,22,2,1,1,1,1,2,6
2022,1,1,0,1,36,20,1,21,10,22,2,1,2,1,1,2,1
2023,1,1,0,1,46,19,1,21,10,22,2,2,1,0,1,2,3
2024,1,1,0,1,44,22,1,20,10,10,2,1,1,1,1,2,4
2025,1,1,0,1,37,21,1,23,10,22,2,1,2,1,2,0,4
2026,1,1,0,1,37,21,1,23,10,22,2,1,1,1,2,0,3
2027,1,1,0,1,42,17,1,18,10,22,2,1,1,1,1,1,2
2028,1,1,0,1,30,19,1,20,10,10,1,1,2,1,1,1,1
2029,1,1,0,1,35,24,1,26,0,0,1,1,2,1,1,2,3
2030,1,1,0,1,35,24,1,26,0,0,1,1,2,1,1,2,1
2031,1,1,0,1,48,20,1,21,10,22,2,1,1,1,2,1,4
2032,1,1,0,1,48,20,1,21,10,22,2,1,1,1,2,1,5
2033,1,1,0,1,65,0,1,22,0,0,2,1,2,1,1,2,1
2034,1,1,1,1,25,15,1,15,10,10,1,1,1,1,1,1,4
2035,1,1,1,1,30,20,2,21,10,22,1,1,2,1,1,2,3
2036,1,1,1,1,30,20,2,21,10,22,1,1,1,1,1,2,2
2037,1,1,0,1,38,19,1,20,10,22,1,1,2,1,1,1,0
2038,1,1,0,1,38,23,2,25,10,22,2,1,1,1,1,2,1
2039,1,1,0,1,38,23,2,25,10,22,2,1,2,1,1,2,1
2040,1,1,0,1,32,20,1,20,10,22,2,1,1,1,1,2,3
2041,1,1,1,1,72,21,2,21,10,22,1,1,1,1,1,2,1
2042,1,1,1,1,72,21,2,21,10,22,1,1,1,1,1,2,1
2043,1,1,0,1,57,16,1,25,10,22,1,1,2,1,1,0,0
2044,1,1,0,1,57,16,1,25,10,22,1,1,2,0,1,0,5
2045,1,1,0,1,28,0,1,27,10,22,1,1,2,1,1,2,2
2046,1,1,0,1,32,22,1,23,10,10,1,1,2,1,1,2,2
2047,1,1,0,1,32,22,1,23,10,10,1,1,2,1,1,2,1
2048,1,1,0,1,35,22,1,23,10,10,2,1,2,1,1,2,1
2049,1,1,0,1,35,22,1,23,10,10,2,1,1,1,1,2,3
2050,1,1,0,1,38,14,1,16,10,22,2,1,2,1,1,0,2
2051,1,1,0,2,46,25,1,26,10,10,1,1,2,1,1,2,3
2052,1,1,0,2,48,23,1,25,10,10,2,1,1,1,1,2,2
2053,1,1,0,2,40,22,1,23,10,10,2,1,2,1,1,2,2
2054,1,1,0,2,40,26,1,26,10,22,2,1,2,1,1,2,0
2055,1,1,0,2,43,22,1,23,10,10,2,1,2,1,1,2,4
2056,1,1,0,2,43,22,1,25,10,10,1,1,1,1,1,2,3
2057,1,1,0,1,30,27,1,28,0,0,1,1,1,1,1,2,0
2058,1,1,0,1,52,26,1,26,10,22,2,1,1,1,1,2,1
2059,1,1,0,1,43,22,1,23,0,0,2,1,1,1,1,2,1
2060,1,1,0,1,43,22,1,23,0,0,2,1,2,1,1,2,2
2061,1,1,0,1,44,24,1,25,10,10,2,1,1,1,1,2,2
2062,1,1,0,1,35,20,1,20,10,10,1,1,1,1,1,1,2
2063,1,1,0,1,35,20,1,20,10,10,1,1,2,1,1,1,1
2064,1,1,0,2,31,27,1,28,0,0,1,1,1,1,1,2,1
2065,1,1,0,1,50,16,1,17,10,22,2,1,1,1,1,2,5
2066,1,1,0,1,37,25,1,27,10,10,2,1,1,1,1,2,1
2067,1,1,0,1,37,25,1,27,10,10,2,1,1,1,1,2,2
2068,1,1,1,2,43,24,1,24,10,10,2,1,2,1,1,2,3
2069,1,1,0,2,39,22,1,24,10,10,2,1,1,1,1,2,0
2070,1,1,0,2,35,28,1,28,10,10,2,1,1,1,1,2,0
2071,1,1,0,2,35,28,1,28,10,10,2,1,2,1,1,2,1
2072,1,1,0,1,40,27,1,29,10,10,1,1,2,1,1,2,0
2073,1,1,0,1,33,25,1,26,0,0,1,1,1,0,1,2,1
2074,1,1,0,1,33,25,1,26,0,0,1,1,1,1,1,2,1
2075,1,1,0,1,33,21,1,21,10,10,1,1,1,1,1,1,2
2076,1,1,0,2,35,14,1,15,10,22,2,1,1,1,1,0,4
2077,1,1,0,1,33,22,2,20,10,22,2,1,1,1,1,2,2
2078,1,1,0,1,23,20,1,21,10,22,1,1,2,1,1,2,1
2079,1,1,0,1,50,23,1,25,10,10,2,1,1,1,1,2,2
2080,1,1,0,2,52,19,1,21,10,10,2,1,2,1,1,2,2
2081,1,1,0,1,47,28,1,26,10,22,1,1,2,1,1,2,0
2082,1,1,0,1,47,28,1,26,10,22,1,1,2,1,1,2,2
2083,1,1,1,1,45,18,1,19,10,10,2,1,2,1,1,2,2
2084,1,1,1,1,37,27,1,22,10,22,1,1,2,1,1,2,6
2085,1,1,0,1,35,16,1,18,10,10,1,1,1,1,1,2,0
2086,1,1,0,1,35,16,1,18,10,10,1,1,1,0,1,2,2
2087,1,1,0,1,46,29,1,30,10,22,2,1,1,1,1,2,2
2088,1,1,0,1,45,23,1,24,10,10,1,1,2,1,1,1,0
2089,1,1,0,2,30,22,1,26,10,22,1,1,2,1,1,2,1
2090,1,1,0,2,30,22,1,26,10,22,1,1,2,1,1,2,2
2091,1,1,0,1,38,15,1,16,10,22,1,1,2,1,1,2,2
2092,1,1,0,1,38,15,1,16,10,22,1,1,2,1,1,2,5
2093,1,1,0,1,38,20,1,23,10,22,2,1,1,1,1,0,4
2094,1,1,0,1,45,20,1,21,10,22,1,1,1,1,1,1,1
2095,1,1,1,1,68,21,1,22,10,10,1,1,1,1,1,0,0
2096,1,1,0,1,68,21,1,21,10,10,2,2,1,1,1,2,4
2097,1,1,0,1,45,22,1,19,10,10,2,1,1,1,1,0,4
2098,1,1,0,1,29,23,1,24,10,10,1,1,2,1,1,2,1
2099,1,1,0,1,35,18,1,19,10,10,1,1,2,1,1,1,4
2100,1,1,0,1,35,18,1,19,10,10,1,1,2,1,1,1,4
2101,1,1,0,1,38,15,1,16,10,10,1,1,1,1,1,0,4
2102,1,1,0,1,38,15,1,16,10,10,1,1,1,1,1,0,5
2103,1,1,0,1,52,33,2,33,10,10,1,1,2,1,1,2,1
2104,1,1,0,1,47,12,2,14,10,22,2,1,2,1,1,1,1
2105,1,1,1,1,60,20,1,16,10,22,2,1,2,1,1,1,6
2106,1,1,1,1,40,21,1,21,10,22,1,1,2,1,1,0,3
2107,1,1,0,1,45,22,1,24,10,22,1,1,1,1,1,0,3
2108,1,1,0,1,29,21,1,22,10,10,1,1,2,1,1,0,3
2109,1,1,0,2,80,28,1,28,0,0,1,2,1,1,1,0,2
2110,1,1,0,2,80,28,1,28,0,0,1,2,1,1,1,0,2
2111,1,1,0,1,36,23,1,24,10,22,1,1,1,1,1,1,2
2112,1,1,0,1,36,23,1,24,10,22,1,1,2,1,1,1,1
2113,1,1,0,1,48,21,1,22,10,22,2,1,2,1,1,1,4
2114,1,1,0,1,48,21,1,22,10,22,2,1,1,1,1,1,5
2115,1,1,0,1,40,25,1,26,10,10,2,1,2,1,1,2,3
2116,1,1,0,1,52,28,1,30,10,22,1,1,1,1,1,0,2
2117,1,1,0,1,50,37,1,17,10,22,2,1,1,1,1,1,3
2118,1,1,0,1,50,27,1,27,10,22,1,1,1,1,1,1,4
2119,1,1,0,1,23,18,1,16,10,22,1,1,1,1,1,0,7
2120,1,1,0,1,23,18,1,16,10,22,1,1,2,1,1,0,1
2121,1,1,0,1,60,19,2,21,10,22,1,1,1,1,1,0,3
2122,1,1,0,1,26,19,1,20,10,10,1,1,2,1,1,2,0
2123,1,1,0,1,52,23,1,19,10,22,1,1,1,0,1,1,2
2124,1,1,0,1,32,17,1,18,10,22,2,1,2,1,1,1,6
2125,1,1,1,1,40,23,1,23,10,10,1,1,2,1,1,0,3
2126,1,1,1,1,40,23,1,23,10,10,1,1,2,1,1,0,4
2127,1,1,0,1,60,25,1,26,10,10,2,1,2,1,1,2,2
2128,1,1,0,1,53,24,1,24,10,10,1,1,2,1,1,1,1
2129,1,1,0,1,83,0,1,21,0,0,2,1,2,1,1,2,1
2130,1,1,0,1,78,20,1,21,10,22,1,1,1,1,1,0,6
2131,1,1,0,1,78,20,1,21,10,22,1,1,2,1,1,0,3
2132,1,1,0,1,38,17,1,17,10,10,1,1,2,1,1,0,1
2133,1,1,0,1,40,13,1,13,10,22,2,1,1,1,1,1,7
2134,1,1,0,1,27,17,1,19,10,0,1,1,2,1,1,2,1
2135,1,1,0,2,29,17,1,18,10,22,1,1,1,1,1,2,2
2136,1,1,0,1,33,24,1,26,10,10,1,1,1,1,1,2,2
2137,1,1,0,1,33,24,1,26,10,10,1,1,1,1,1,2,0
2138,1,1,0,1,44,18,1,19,10,22,1,1,2,1,1,0,1
2139,1,1,0,2,53,31,1,25,10,10,2,1,2,1,1,2,2
2140,1,1,0,1,46,21,1,22,10,22,2,1,2,1,1,0,2
2141,1,1,0,1,46,21,1,22,10,22,2,1,2,1,1,0,3
2142,1,1,0,1,46,20,2,21,10,22,1,1,2,1,1,0,1
2143,1,1,0,1,38,25,1,25,0,0,2,2,2,1,1,2,2
2144,1,1,0,1,38,25,1,25,0,0,2,1,2,1,1,2,0
2145,1,1,0,1,30,18,1,18,0,0,1,2,2,1,1,2,0
2146,1,1,0,1,35,20,1,21,10,22,1,1,2,1,1,2,0
2147,1,1,0,1,35,20,1,21,10,22,1,1,2,1,1,2,1
2148,1,1,0,1,35,17,1,17,10,22,2,1,2,1,1,1,6
2149,1,1,0,1,35,17,1,17,10,22,2,1,2,1,1,1,3
2150,1,1,0,1,45,19,1,20,10,10,2,1,2,1,1,1,2
2151,1,1,0,1,45,19,1,20,10,10,2,2,1,0,1,1,7
2152,1,1,0,1,45,19,1,20,10,10,2,1,2,1,1,1,9
2153,1,1,0,1,37,18,1,20,10,22,1,1,2,1,1,2,3
2154,1,1,0,1,27,15,1,24,0,0,1,1,2,1,1,1,0
2155,1,1,0,1,40,20,1,22,10,22,2,1,1,1,1,0,3
2156,1,1,0,1,40,20,1,22,10,22,2,1,1,1,1,0,5
2157,1,1,0,2,27,22,1,22,10,22,1,1,1,1,1,2,1
2158,1,1,0,2,27,22,1,22,10,22,1,1,1,1,1,2,2
2159,1,1,1,1,37,23,1,23,10,22,1,1,1,1,1,1,1
2160,1,1,0,1,45,24,1,24,10,10,1,1,2,1,1,1,2
2161,1,1,0,1,45,13,2,13,10,22,2,1,1,1,2,0,7
2162,1,1,0,1,45,13,2,13,10,22,2,1,2,1,2,0,5
2163,1,1,0,1,58,23,2,22,10,22,2,1,2,1,1,1,8
2164,1,1,0,1,45,28,1,21,10,10,1,2,2,1,1,1,3
2165,1,1,0,1,33,20,1,21,10,10,1,1,1,1,1,2,0
2166,1,1,0,1,33,20,1,21,10,10,1,1,2,1,1,2,1
2167,1,1,1,1,47,23,1,24,10,10,1,1,2,1,1,0,1
2168,1,1,1,1,47,23,1,24,10,10,1,1,2,1,1,0,0
2169,1,1,0,1,40,25,1,26,10,10,1,1,2,1,1,2,0
2170,1,1,0,1,40,25,1,26,10,10,1,1,2,1,1,2,1
2171,1,1,0,1,33,13,1,14,10,22,1,2,2,1,1,1,5
2172,1,1,0,1,33,13,1,14,10,22,1,1,2,1,1,1,2
2173,1,1,0,1,25,21,1,22,10,10,1,1,2,1,1,2,1
2174,1,1,0,1,25,21,1,22,10,10,1,1,1,1,1,2,3
2175,1,1,1,1,38,23,1,24,10,22,1,1,1,1,1,2,0
2176,1,1,1,1,38,23,1,24,10,22,1,1,2,1,1,2,0
2177,1,1,0,1,34,19,1,19,10,10,1,1,1,1,1,1,3
2178,1,1,0,1,34,19,1,19,10,10,1,1,1,1,1,1,4
2179,1,1,0,1,34,19,1,21,10,22,1,1,1,1,1,2,2
2180,1,1,0,1,34,19,1,21,10,22,1,1,2,1,1,2,0
2181,1,1,0,1,45,20,1,20,10,10,2,1,2,1,1,2,1
2182,1,1,1,1,39,23,1,21,10,10,2,1,1,1,1,2,3
2183,1,1,1,1,28,22,1,23,10,22,1,1,1,0,1,1,1
2184,1,1,1,1,28,22,1,23,10,22,1,1,1,1,1,1,3
2185,1,1,0,1,76,23,1,24,10,10,1,1,2,1,2,2,1
2186,1,1,0,1,76,23,1,24,10,10,1,1,2,1,2,2,2
2187,1,1,0,1,29,21,1,21,10,10,1,1,1,1,1,2,2
2188,1,1,0,1,29,21,1,21,10,10,1,1,2,1,1,2,0
2189,1,1,1,1,40,21,1,21,10,10,1,1,1,1,1,1,2
2190,1,1,0,1,29,19,1,19,10,10,1,1,2,1,1,2,4
2191,1,1,0,1,29,19,1,19,10,10,1,1,2,0,1,2,1
2192,1,1,0,1,29,19,1,19,10,10,1,1,2,1,1,2,2
2193,2,1,0,2,65,17,1,20,10,10,2,1,1,1,1,1,1
2194,2,1,0,2,38,18,1,19,10,10,1,1,2,1,1,2,0
2195,2,1,0,2,48,0,1,19,10,10,1,2,2,1,1,2,0
2196,2,1,0,2,39,17,1,20,10,10,2,1,1,1,1,1,2
2197,2,1,0,2,39,17,1,20,10,10,2,1,2,1,1,1,3
2198,2,1,0,2,63,20,1,21,10,10,1,1,1,1,1,2,1
2199,2,1,0,2,21,18,1,20,10,10,1,1,2,1,1,2,1
2200,2,1,0,2,21,18,1,20,10,10,1,1,1,0,1,2,0
2201,2,1,0,2,68,16,1,17,10,10,2,2,2,1,1,2,4
2202,2,1,0,2,68,16,1,17,10,10,2,1,1,1,1,2,0
2203,2,1,0,2,24,21,1,22,10,10,1,1,2,1,1,2,2
2204,2,1,0,2,60,19,1,20,10,22,1,1,1,1,1,0,3
2205,2,1,0,2,60,19,1,20,10,22,1,1,2,1,1,0,1
2206,2,1,0,1,60,19,1,20,10,10,1,1,1,1,1,2,1
2207,2,1,0,2,30,16,2,17,0,0,1,2,2,1,1,2,1
2208,2,1,0,2,80,15,1,16,10,10,1,1,1,1,1,1,3
2209,2,1,0,1,45,18,1,19,10,10,1,2,1,1,1,2,3
2210,2,1,0,2,72,18,1,20,10,22,2,1,1,1,1,2,5
2211,2,1,1,2,47,23,1,24,10,10,2,1,2,0,2,1,9
2212,2,1,1,2,47,23,1,24,10,10,2,1,1,1,2,1,6
2213,2,1,0,1,68,20,1,22,10,10,1,1,2,1,1,1,1
2214,2,1,0,1,68,20,1,22,10,10,1,1,2,1,1,1,2
2215,2,1,0,1,65,17,1,17,10,22,1,1,1,1,1,0,0
2216,2,1,0,1,65,17,1,17,10,22,1,1,2,1,1,0,3
2217,2,1,1,2,37,20,1,22,0,0,1,1,1,1,1,1,1
2218,2,1,0,1,29,20,1,21,10,10,1,1,1,1,1,2,3
2219,2,1,0,1,29,20,1,21,10,10,1,1,2,1,1,2,1
2220,2,1,0,1,53,19,1,20,10,22,2,1,2,1,1,0,3
2221,2,1,0,1,72,16,1,17,10,22,1,1,1,1,1,1,3
2222,2,1,0,1,36,18,1,23,10,10,1,1,1,1,1,2,0
2223,2,1,0,1,36,18,1,23,10,10,1,1,1,1,1,2,4
2224,2,1,0,1,32,20,1,22,10,10,1,1,1,1,1,1,1
2225,2,1,0,1,32,20,1,22,10,10,1,1,2,1,1,1,3
2226,2,1,0,1,56,18,1,20,10,10,2,2,2,1,1,2,0
2227,2,1,0,1,56,16,1,18,10,22,1,1,2,1,1,2,2
2228,2,1,0,1,56,16,1,18,10,22,1,1,1,1,1,2,1
2229,2,1,0,1,26,18,1,21,10,10,1,1,2,1,1,1,3
2230,2,1,1,1,26,18,1,20,10,22,1,1,2,0,1,1,2
2231,2,1,0,1,57,18,1,19,10,10,1,1,2,1,1,2,0
2232,2,1,0,1,57,18,1,19,10,10,1,1,1,1,1,2,4
2233,2,1,0,1,54,22,1,23,10,22,2,1,1,1,1,0,4
2234,2,1,0,1,42,21,1,22,10,10,2,1,1,1,1,0,6
2235,2,1,0,1,42,21,1,22,10,10,2,1,1,1,1,0,5
2236,2,1,0,1,35,23,1,24,0,0,1,1,2,1,1,2,2
2237,2,1,0,1,45,21,1,23,10,10,2,1,1,1,1,2,5
2238,2,1,0,1,45,21,1,23,10,10,2,1,1,1,1,2,1
2239,2,1,0,1,26,18,1,21,10,22,1,1,2,1,1,2,0
2240,2,1,0,1,26,18,1,21,10,22,1,1,2,1,1,2,2
2241,2,1,0,1,68,17,1,19,10,22,2,1,1,1,1,1,3
2242,2,1,0,1,57,13,1,13,10,22,1,1,2,1,1,2,0
2243,2,1,0,1,35,19,1,21,0,0,1,1,1,1,1,2,1
2244,2,1,0,1,35,19,1,21,0,0,1,1,2,1,1,2,1
2245,2,1,0,1,68,23,1,24,10,22,1,1,1,1,2,2,1
2246,2,1,0,1,68,23,1,24,10,22,1,1,2,1,2,2,1
2247,2,1,0,1,36,18,1,19,10,10,1,1,2,1,1,1,0
2248,2,1,0,1,36,18,1,19,10,10,1,1,2,1,1,1,2
2249,2,1,0,1,36,24,1,25,10,10,1,1,1,1,1,1,2
2250,2,1,0,1,36,24,1,25,10,10,1,1,1,1,1,1,1
2251,2,1,0,1,57,23,1,25,10,10,1,1,2,1,1,2,2
2252,2,1,0,1,68,0,1,17,0,0,1,2,1,1,1,2,0
2253,2,1,0,1,28,18,1,19,10,22,1,1,1,1,1,2,4
2254,2,1,0,1,32,19,1,21,10,10,1,1,1,1,1,2,2
2255,2,1,0,1,32,19,1,21,10,10,1,1,2,1,1,2,5
2256,2,1,0,1,40,17,1,19,10,22,1,1,1,1,1,0,0
2257,2,1,0,1,46,15,1,17,10,10,2,1,1,1,1,0,1
2258,2,1,1,2,34,24,1,25,10,10,1,1,1,1,1,1,1
2259,2,1,0,1,35,18,1,21,10,22,2,1,2,1,1,2,1
2260,2,1,0,1,66,18,1,20,10,22,1,1,1,1,1,2,5
2261,2,1,0,1,35,17,1,18,10,22,2,1,1,1,1,2,6
2262,2,1,0,1,47,22,1,24,10,22,1,1,1,1,1,1,3
2263,2,1,0,1,34,18,1,21,10,10,1,1,1,0,1,1,4
2264,2,1,0,1,34,18,1,21,10,10,1,1,1,1,1,1,1
2265,1,1,0,1,36,14,1,17,10,10,2,1,2,1,1,2,1
2266,1,1,0,1,49,25,1,20,10,22,1,1,1,1,1,1,2
2267,1,1,0,1,49,25,1,20,10,22,1,1,2,1,1,1,2
2268,1,1,0,1,39,19,1,20,10,22,1,1,2,1,1,2,2
2269,1,1,0,1,60,22,1,23,0,0,1,1,1,1,1,2,3
2270,1,1,0,1,25,18,1,20,10,10,1,1,1,1,1,1,2
2271,1,1,0,1,25,18,1,20,10,10,1,1,2,1,1,1,2
2272,1,1,0,1,28,19,1,22,0,0,1,1,1,1,1,2,2
2273,1,1,1,1,33,21,1,23,10,10,1,1,2,1,1,1,5
2274,1,1,1,1,33,21,1,23,10,10,1,1,2,1,1,1,3
2275,1,1,0,2,28,23,1,25,0,0,1,2,1,1,1,2,1
2276,1,1,0,1,32,15,1,17,10,10,1,2,1,1,1,2,1
2277,1,1,1,1,45,16,1,18,10,10,2,1,1,1,1,1,6
2278,1,1,1,1,45,16,1,18,10,10,2,1,1,1,1,1,6
2279,1,1,0,1,48,16,1,18,10,10,2,1,2,1,1,1,4
2280,1,1,0,2,28,19,1,20,10,22,1,1,1,1,1,2,1
2281,1,1,0,2,28,19,1,20,10,22,1,2,1,1,1,2,0
2282,1,1,0,1,70,19,1,20,10,10,1,2,2,1,1,2,0
2283,1,1,1,1,54,19,1,19,10,22,1,1,2,1,1,2,1
2284,1,1,1,1,48,16,1,17,10,22,2,1,2,1,1,1,3
2285,1,1,1,1,48,16,1,17,10,22,2,1,2,1,1,1,5
2286,1,1,1,1,45,19,1,21,10,22,2,1,1,1,1,2,3
